uid,whisper_transcripts,gt_transcripts
61f2ebcf-3417-4aeb-8c1f-d8da8a544543," passing all the rules as I say, let's say if we start and I play something."," uh passing rule let's say starts and i play something 
"
28d025b9-3f2f-456f-834e-3a441158e5f9, came to x but," do you get counterclockwise clockwise 
"
6c678000-b75c-453b-b421-0b5f9de143b8," left clicker, then it will clicker, clockwise there. And if I pass, then the game is between you two guys."," let to clockwise and if i pass then the game is between you two guys take care 
"
cc8c1624-2349-4ce4-bea1-ae780337869a," And if you pass, and if you pass, like,"," do you get and if you pass and if you pass like pass 
"
5a824ee3-9dbe-4546-9c1b-0a167cd80d6a, Sunday party join," cards 
"
458e8730-eaff-4ce3-bd1e-55dd4c17ea84, I keep on continuing because no one called me out. Like I was not caught.," and i keep on continuing because no one called me out like i was not caught 
"
2244460c-c4fe-4b1e-bb1c-b7c92d97825c," So, it's left in next card, do you choose Gerna? I'm gonna lay around to start the post. I will get to decide. I think the key is who gets to decide because he or she drives the game."," so if next card really get to decide i think um the key is who gets to decide because he or she drives the game 
"
b3b94908-2db2-4c92-9f93-72a47ff26449," Okay, let's start."," okay let's start 
"
6c25e325-e53e-4f16-8ca3-2588663b90a9, We are just making it harder with," we are just making it harder with 
"
75db73de-7263-4690-a3e1-5a9053487c88, to next.," two decks
"
bfab636f-b577-418f-b1c6-9daa3c23b8bd, Now you can play.," now you can play 
"
1c27552c-e1dd-463c-9a06-83108ade20cc," pass again. You start many years, you get to play again. You get to play again. You got to play again. You got to play again. You got to play again."," you start then you get to play again cards 
"
aa583a90-6c68-4caa-880d-013f0a94494b," and you don't get to see what's in there. Otherwise, it will become easier."," and we don't get to see what's in there otherwise it it becomes easy 
"
9e5b35ac-0734-4fb6-ae12-d6b1626be48b, Beautiful," two ten 
"
96fb870d-32fb-499a-aee0-4f16233c7e81, ...," seven six 
"
310e257b-2154-4743-9628-678488b663bb, Time to-," seven 
"
40e960bf-f7d1-4c98-a822-e34c8039e531, Three fours.," three fours 
"
ab285b27-b8ba-4849-9e2b-6b84632d9b1d, Study mode.," three more 
"
adc9919c-5316-40bd-90ff-f0810c2ff33e, rom," three more 
"
51f5926d-3d2c-4f79-9da7-c6082e9b4255, Bye.," pass 
"
2fcc7673-c266-4040-8fc7-efbffa723844, Hmm.," hm 
"
5b6c9250-25f7-4a68-90e3-19ed842cd3cc, four nines.," four nines 
"
021c4c81-d269-4f21-8685-c61ac4330c52, for two.," four twos 
"
aecb15ca-6bd8-40ce-875d-aa3d0d160fc8, it just has no animation," this is 
"
7f44a530-2756-4a84-b900-a49be9fa3e0e, you can play.," you can play 
"
1e565aa0-a55a-408b-8f6c-0d9cb8a1c4f0, I will count very quickly.," i will count very 
"
cefcef55-9429-4300-afe0-7ce97ab5677d, very quickly.," count 
"
811dfe11-0a90-4622-a719-4c3ca9179d15, speed cost paid for me," uh spade spade 
"
00bda9b7-c6d2-472b-8785-8ec0c6d68c54, Listen.," let's see 
"
39e37bfe-bad3-48e9-9dc8-c5f02a11cf39, this is also a good computer vision exercise.," this is also a good competition exercise 
"
33a34db5-cf4c-4f68-b980-ba028a0fd7c8, queens. Just separate your different suits. And then we will go suits can that happen individual layling.," queens just separate your different suits okay and then we'll 
"
a9aa79ca-37e5-4b40-b8ba-4097a6ee8f76, A club. Art. Diamond. Art. Art. Art.," spade club heart diamond heart heart 
"
493ddc82-5625-4f7f-bfbb-70bab9a2b064, But I think we should play one deck or we should have played one deck before Because what if they want one deck in their video And we separate tournament time like a bad karling," but i think we should play one deck or we should have played one deck before because what if they want one deck in that radio how we separate 
"
f6964579-3902-4a2d-8525-813889209d35, or knocking," cards 
"
4a1107de-b780-4eb4-8002-6a5c6287bd21, I have the habit of checking my phone every time.," oops dodge because i have the habit of like checking my phone every time 
"
3381cf60-2221-4dbb-af8a-bbdee090eb0e, Bye!," ah 
"
62a8c03b-e5ce-494a-bd8e-110d997b5f3d, Mm-hmm.," mm - hmm 
"
8cdd2c76-1872-4d65-b75a-7b3a4cebb60e," How many? You have to say how many years? How many six days? You can play, ah, Miradosto, Art King, Asavolke, Dalda, Dharak. Because it is easier for you to get rid of many of them at the same time now. And also easier to bluff."," how many you have to say how many is how many sixes you can play huh because like it is easier for you to get rid of many of them at the same time now and also easier to bluff 
"
5baf14ca-6e4d-4d5f-a750-09a26ec6cbc2," How many six days? You can play, huh? Mirados to art king, S.A. Volga Dada. Because it is easier for you to get rid of many of them at the same time now. And also easier to bluff."," how many you can play okay 
"
8bacc459-2fd7-457e-8934-565422443f40," and as suppose I say five, I keep five cards and I say five things and there are four things and one some other card in that and she knows."," and uh as five i keep five cards and i play five uh kings and there are four kings and one some other card in that and she calls 
"
0048639e-8a86-4321-a906-f17c2e49742f, Huh.," hmm 
"
802902ab-5252-4fa8-86fb-2dd7b5a14ae4, Then you are out because all of the," it depends on me if i call you liar or i challenge you to feel 
"
9ba19155-2765-40e5-84aa-763dad0fee55, Then you are out because all of them should be right. Yeah," then you're out because all of them should be right yeah 
"
1f77d18a-8dde-48f3-9db7-7a31ae6211ea, be right.," all of them should be 
"
fbcad142-57e3-452e-b7d9-298076169fab, I don't challenge you then yet.," if i don't challenge you then you are safe 
"
bef84094-0cdb-4413-ad3b-c6ab0d46910f," I thought it counts right now. We're living right now, we're living right now."," these are the cards 
"
a56cc733-5077-4f04-a188-2c7906a77ab7," Make a sector organization, that's the fun. Like you have to keep on playing it. And that's why it's not going to pass for Laal Kiltit. Okay, if all three of us pass, then that card kind of like goes out of play."," that's the fun play you have to keep on playing it and that's why you if all three of us pass then that card kind of like goes out of play 
"
ffc9859e-cb31-471d-8b10-19847b4aa2d2, I know that.," called 
"
ee14e11f-026c-407d-a3fb-92db3104b9bd, But as they're changing it.. ...it's on my side as a reimagined video. felix," two more six 
"
7212b6a8-d374-45c3-9e5a-103d641e762e," Ahahahaha! I don't know what it is. Ohh, it's good. Good. Good. Now, because you challenged, it is your chance. He was important to the entire game. Who gets to call the shots?"," ooh good good good now because you challenged it is your chance who gets to call the shots 
"
95fa903d-9885-460a-94d8-1147851fe7b6, One Jack.," one jack 
"
fc4349f1-63f2-4d45-994c-c84be6ea9c0d, This one Jack. Do the merpa see. There we go. Two more Jacks.," see if one jack two more jacks 
"
a1563cf7-18ee-47d5-8700-46e4c7eceb62, by," one more 
"
9705f020-39b6-4b85-afaa-21753aac9271, Six more.," six more 
"
a695714f-8b79-4c20-8a05-590a50859e48, Don't mind.," two more 
"
17a089dc-1ded-4417-b590-569d0a146430, Pause.," pass 
"
ed440e97-a6ae-46ef-a2f0-a721f9d1e57b," Once I call pass, I can't challenge."," once i call pass i can challenge 
"
504a1967-5899-4461-adc1-4d1c4964655f," So, if it is supposed to be challenged, then only you."," so if it is supposed to be challenged then only you 
"
dd9572fe-2fdc-43a7-bc43-c0d1ca16ade3,ION," can challenge 
"
0e66ef89-37a0-464e-8409-5da969e6603f, Hello," one more 
"
0e2b7bb2-6c57-4a71-bdd0-23e3b96f62ce," Oh, man."," oh man 
"
5b1f0664-bad9-451b-b8cb-562cdf7b0ebe," Then, he went in the house and fell into fl Meshtailed That's so DOZY! Watch my video, I lost my turn!"," both so you play now i lost my turn 
"
d9569070-097d-418f-926f-4b4df52b4c08, I," i have i have 
"
eedf03ba-8bf3-4b18-9513-94c2a40e9dc0," Aputto deck there, right now it is a complete deck. Generally when the stakes are really high enough people don't challenge people are like let it go. Let me ha ha ha, nai ji too much a lega, but ha ha ha ha, nani ji."," right now it is a complete deck when the stakes are really high now people don't challenge people let it go 
"
559ac141-6991-40f1-b6a4-9bd51cd3a285, up to deck here right now it is a complete," whole deck 
"
525caf92-fcc6-4437-9a1a-646f49e02958," But again, badek ToAppad has now been attacked and well..."," but 
"
db836085-fc9a-4996-8515-068f63165dbf, two nine," two nine 
"
61f75e30-4168-4e63-9af1-796a535a35c9, hum Dou motor," two more 
"
dc39646b-ef64-4136-9532-6934c8f5799e, or Lebanese land," nine 
"
2f5ea3c7-98f7-4352-aefa-76a533feeb95, One more.," one more 
"
c6d3dd64-1ea3-4e0a-a990-bad47b77c279, An Perazano," nine 
"
ffa95f53-617b-4675-8671-112318a1a4ca, We tied," three five 
"
6e7d0226-7b00-4de1-9bb3-f2e832938e1e, Goodbye.," three 
"
0e303cfd-701c-46cf-aa86-6e53b07fc626, Three more.," three more 
"
96f7f706-db77-47ca-868e-fdc24d8dff7f, Angle!," three more 
"
b6ca16b1-b987-4171-87e5-0c7dc51635b5, Po OP," two more 
"
12c11a3b-697a-4cbc-8d95-39719562c563, and work," two more 
"
2152f74d-efa6-4305-8218-d9c4573f9a4b, and every past No oneprays," pass 
"
cfdefd8b-ec0f-4d22-89a3-e110a8b9a6af, I'll be back.," one more 
"
6ce3a706-7ce5-4e33-a281-a0347a72b9b7, hahahaha," yes 
"
0b36cf61-27c5-4fb7-9723-f60c07b7502c, It finally went...," i finally win 
"
ae68872f-472a-486a-b4f9-6deab3c2f24e, Three Kings.," three kings 
"
515a011c-7343-48f5-a5db-f8fc79a91d49, on GET THE anger UN applaud or," unbelievable 
"
d5684b04-6469-4839-8377-08adb78ddfb3, Call glimpse," two four 
"
f148fd39-8a40-4daf-bdd4-3ff8b53a6dc1, I thought you had more force.," go ahead i thought you had fours 
"
75690d58-9bbb-4dbd-8038-fcc7de07d267, tomorrow.," two more 
"
8567a998-3eb3-4a11-83f8-2ffe3a1d3b86, Thank you.," thank you 
"
f65e3b07-6b5f-4461-8afa-f378d26e2b6a, Zelda Durachi helps you with the situation in a heartache.," help 
"
c718259e-e76c-4537-a002-a13c57c5f4a8, But both are the four or six of them are currently on.," but votes are a four or six 
"
f6fb0d02-4a4f-4605-ab9d-80228a048cac, people," pick two 
"
fb3fd1b7-a48c-42d6-96b6-2c407550ce8e, Bye.," one more 
"
af4c0bd8-1e82-4abf-b46b-7a8477922bc8, Bite!," two more 
"
434efc85-9ec7-432a-8516-8c5f098efb35, True to.," three two 
"
b61848f7-88b8-4318-88d3-f68255fd5631, It," too late 
"
2f077263-63d3-4388-9c8d-c2019dacac0b, Ah ha!," ah ah 
"
2877407f-781f-4288-88ae-2c2af81bdf7c, Finally.," finally 
"
2ddf597b-dc3f-462d-9730-3be55ecb2f22, Standards Sorry," six six 
"
fec69f56-a066-44bb-a9f0-c61d8e9ff135, That's not tight at all.," that's not tight at all 
"
bdb3bb73-9658-41d2-b030-c698627fc3cb, until very," i want a ring 
"
0410bf7f-6807-4200-ab3e-72546b079620," No surprise, Lord."," no surprise there 
"
7c20c0c1-54e1-47db-bdc6-a46a7a90b603, Mm.," hey 
"
28e7c678-dc45-4ca4-a5c5-79edacfebc45, What?," what 
"
e5dfa6a2-05e9-4c16-bc97-8d64377172c8, and we'll see you in the next one.," why the hell would you say that 
"
5bae5b0b-8046-43f5-9038-a783d4f837a5, Well look at what you're drilling into.," and look at what you're drawing into that 
"
b63614c9-d4cf-47e2-aca0-19f2d03f0a23, Good," you're good 
"
551052e5-d910-4a6b-9a55-9a7c276c59e2, Good.," good 
"
6da4f355-6ff6-4cc8-8d19-caa69fb63f4a, is what good.," is what good 
"
cf806a17-a437-4630-88f6-d7b1bf2fcfb0," Well, y'know?"," the shelf is it secure enough for you 
"
58cf3c2b-22e4-4077-846a-24376918ddab, What's the best we can do before we move?," looks the best we can do with what we've got 
"
3b7200f1-02c2-4a63-b9c8-c921598680b7, We shall be back with you.," okay okay now 
"
f2979408-c3bf-49ec-9d75-c04b5b95d733," Yeah, I'm trying to find an orientation where it doesn't have as much wobble in it."," yeah i'm trying to find an orientation where it doesn't have as much wobble in it 
"
4f4f5563-185a-4013-84a8-30760dc2805a, This one I can draw underneath.," unless we make it run underneath you 
"
cc71dd25-606c-40dd-ba6f-13e17ed48708, and then do one.," and then do what 
"
1b514a2d-c025-4c46-b8af-8f2faf57bfce, and then do well.," and then do what 
"
776ffa84-49ba-4543-ba48-1746de4034d9, Mm-hmm.," huh 
"
3cf61de9-8557-4f90-bdb9-18ac42711342, one?," huh 
"
f7c91bab-8672-49ec-9472-869c661d8c25, You didn't cut these even.," you didn't you didn't cut this you didn't do that 
"
ba9f92c8-2645-407a-a85a-72c167b1a154, Unless the pipes are screwed on.," unless the pipes you screw it on 
"
828045a2-9675-44fb-9eb4-08a750861630," hmm, just skip"," the pipe that is getting in 
"
f0193310-0288-4f84-be6c-3e44fd014ca1,," what 
"
8867d91e-620a-4611-960a-6b3b1ae1ec52," I hope you'll meet them high a lot, down high a lot."," i'll up i'll handle that 
"
1b023c1c-f876-4583-a99e-de5cceeb0de6, But now...," i just 
"
f8eb531f-8012-4ec9-a8bf-20decebaf194, when we go," what are you doing 
"
6d5da00f-5d19-4857-a637-7643cd74af29," Probably going right back over there. Oh my god, it's up for the whole"," it's probably going right back over there oh my god watch out for the hole 
"
98d66e10-0c09-4f73-92b1-5db8898ff85b," The Spain, the Rhine Bear, for long. But don't get to just cash on there."," okay the line's there so path down there 
"
e8bb6bcf-c1cb-4458-abbd-946200b7f981, This is nine.," this is nine 
"
aa6959a3-9e46-43b8-b850-f150593d2a1a, Take that pound.," yeah we were supposed to take that path 
"
5888eed5-ef24-4f84-a30d-78e9d3629b8e, Oh really?," oh really 
"
4cac598e-dba1-427c-b639-b1a4c655bd61," This is holding on, yeah. Miles is bringing me on a journey. Yeah."," this is hole nine yeah miles is uh bringing me on a journey yeah 
"
29bb7e01-3312-4c8b-aaf2-e883d03f6608," Bring it in at four even, obviously."," you gonna gonna bring in back forty 
"
2d273010-930b-4aed-9214-311209c95345, Yeah. I smelt it. Not strong enough though. I had to have some backup.," yeah i smelt it not strong enough though had to have some backup 
"
7c70a3b4-92b4-4a83-9290-08305ec3cbf6," We're here, campin' left."," here 
"
96787234-e336-499f-ac55-31d9ca6fc927," Oh, quote who, oh."," hey can i see your keys babe this 
"
d276c321-7ef7-41ac-b3f3-07b419925fe5, What? Oh.," so what oh 
"
5368b506-bdd2-400b-88e9-9030f7ba67bb, You can just pretend I should.," you just pretend i took this 
"
4d9a8fa5-a9cf-4391-b52b-c2594d1fbcd1, That's a sprint.," that's uh spent 
"
cff28f93-e826-46a8-b57b-4959b4f485ae, but not," that's uh negatory 
"
876ecd06-b8ff-4013-8737-2af1a2091902," Yeah, no, we're $ twelve dollars an hour you're too far away Yeah"," yeah now we're twelve dollars an hour you're too far away yeah 
"
65eef46b-af80-404a-8c75-2ee134ee9758," Alright, pretty."," alright me first 
"
a02db0a9-1cf3-4538-8014-b24e630f06ff," Alright, very good."," alright where is the 
"
053b249d-76c4-4123-81e2-dcb7276d577c," You were right next to it, you should know. Wait for these people, I don't trust you."," you were right next to it you should know wait for this people i don't trust you 
"
db629c9e-b857-43d1-be7e-a145e44e71ae," Yeah, I know."," yeah i know 
"
c27b1eab-7857-4d5e-828f-35507e713dca, I don't hear.," i don't either 
"
7302e1af-8797-4f42-a6ce-923e27bc13db, until the sign!," where's the little sign 
"
2ca189d2-4a74-4ba3-95fe-d568a424245e, I ate that one. This one last time I was here. Hungry.," i ate that one just when last time i was here hungry 
"
e3e940dd-9b9d-43ad-a14e-935046a283c4, What? Go- Don't hit those people. Haha. What? Fucking ahh.," what are you doing record the frisbee quit fucking off 
"
b2a04b24-a4e6-4882-a445-f7f44888d03f, What? Don't- don't hit those people! Hold the frisbee! Hehehehehe," what don't hit those people 
"
f000c1f0-2a4f-4109-9d7f-e18a7f0ced6c," can I leave out, naw!"," can you not see it miles time the two punches like straight ahead you just like tilt straight 
"
faebff0e-46df-47aa-ac36-a5d735b24471, Great ahead," alright i'm going again 
"
c4bb2f35-ece7-40c1-ab4e-aae90df4bc42," I don't think you can make it that far to them anyway, so I think I got this. Oh my god, I stand corrected! He found them and it's in a water pond over there!"," i don't think you can make it that far to them anyway so i think we got this oh my god i stand corrected he found them and it's in a water pond over there 
"
58a2d395-bd92-468b-a114-98f37e0fa0a1," Oh my god, I stand corrected."," you were wrong 
"
744f3557-3ae6-45d4-a87c-82a7c2a55b7a," Nope, they don't want that, but you want to know what? Take it."," nope they don't want that but you want to know what they want 
"
1b73d77e-cdcc-4760-a4a7-6c4b0e56ace4," noise Think it's you Cassie now, right? Oh my goodness"," nice i think he could do cassie now right oh my goodness 
"
a23ce9ea-50c5-4fda-9c59-661cb99fd49f, She Penny Hogoth," alright brenton your turn 
"
15b9952c-cbd0-458d-ab30-af2742dd627d, Nothing.," nothing 
"
96c049e2-02bb-4ee4-a31c-09da4874065a," Yeah, that's all I got."," that's all i got 
"
8fa4423a-667c-4603-88d1-47780aa95660," Miles, you're in these gentlemen's way."," miles you're in these gentlemen's way 
"
9efd4945-56fd-4643-99bb-d18ef141a2dc," Yeah, it's fair."," yeah it's fair 
"
e2c6f619-b8b6-46f4-b86d-41cec4d087cc, Thank you.," wow 
"
50b53f2f-be4e-4656-bb4a-e6e2eb8b1e9c, Uh-huh. See ya. Yay!," it's fair yay 
"
591aa3cd-57d8-4c44-9a72-0d685647ac8e," Oh, it's fun, Kevin."," something 
"
58017974-0e7e-484c-a0e7-a5ba623e9d30, Yay!," yay 
"
5e502499-3b83-4d37-8b26-c547533f5d64," Thanks. Pretty good. Alright, yeah, I'm wearing a camera. Let me see. Oh, Leila. Player number five has entered the game."," thanks pretty good alright yeah i'm wearing camera see oh layla player player number player number five has entered the game 
"
0cfe228c-c0d0-482b-a88d-f4ce0ea65ad5, Have a good one.," how's it going 
"
1d0c4f88-ee75-4dee-8f23-5c83da293a73, I can't say her name's got more.," can't say her name she's got a warrant 
"
5c527355-9020-46f4-8268-06d45078287b, in order to create an Irish include.," lighter 
"
dc0bb287-5310-44a9-b491-b195d98fd53e, Oh," wow 
"
cb28848b-4439-45b4-b8db-e027611267c7, They all keep shoes packed," take paul keep shoe packed 
"
987cb1b4-8238-4897-99a2-f9925450face," It is your turn, Little Lady."," it is your turn little lady 
"
5d9e88e2-9546-465b-b405-5a41fc389925, Yes. Okay.," my turn okay 
"
ae23e321-c341-4ab6-bf83-43230f9b597d, Oh yeah.," oh yeah 
"
fb0f052f-50c0-448a-9019-2cda5de69271," Okay, thank you. Yeah"," okay yeah 
"
